[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_fe3a2a46._.js → 200 (110ms, 1139969B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/app_916057c3._.js → 200 (71ms, 73911B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/app_layout_tsx_78cdd4a3._.js → 200 (69ms, 800B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/app_76e21021._.js → 200 (79ms, 200648B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_lucide-react_dist_esm_icons_b1ef7072._.js → 200 (74ms, 6475B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/app_page_tsx_6959ca5d._.js → 200 (74ms, 317B)
[2026-03-28T10:03:02.233Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_78cdd4a3.js → 200 (73ms, 206B)
[2026-03-28T10:03:02.246Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 304 (65ms, ?B)
[2026-03-28T10:03:02.246Z] GET http://localhost:3000/tokens/usdc.svg → 200 (63ms, 595B)
[2026-03-28T10:03:02.246Z] GET http://localhost:3000/tokens/usdt.svg → 200 (67ms, 418B)
[2026-03-28T10:03:02.305Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (28ms, 15433B)
[2026-03-28T10:03:02.305Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_f26f265a._.js → 200 (28ms, 288B)
[2026-03-28T10:03:02.333Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-03-28T10:03:02.345Z] POST https://api.devnet.solana.com/ → 200 (104ms, 10552B)
[2026-03-28T10:03:02.366Z] POST https://api.devnet.solana.com/ → 200 (83ms, 1506B)
[2026-03-28T10:03:02.367Z] POST https://api.devnet.solana.com/ → 200 (81ms, 191B)
[2026-03-28T10:03:17.362Z] POST https://api.devnet.solana.com/ → pending (?ms, ?B)
[2026-03-28T10:03:32.362Z] POST https://api.devnet.solana.com/ → 200 (98ms, 10552B)
[2026-03-28T10:03:32.362Z] POST https://api.devnet.solana.com/ → 200 (98ms, 1506B)
[2026-03-28T10:03:47.292Z] GET http://localhost:3000/tokens/pyusd.svg → 200 (4ms, 254B)
[2026-03-28T10:03:47.361Z] POST https://api.devnet.solana.com/ → 200 (113ms, 1506B)
[2026-03-28T10:04:02.362Z] POST https://api.devnet.solana.com/ → pending (?ms, ?B)
[2026-03-28T10:04:02.362Z] POST https://api.devnet.solana.com/ → pending (?ms, ?B)
